osm_id_1,osm_id_2,score
2426731321,4421947,0.0
527880834,2749674147,0.5
2278960580,221552585,1.0
137323018,983124134,0.0
97943389,559993374,0.0
768139533,1623822124,0.0
7633165,41964731,0.0
10855612344,164433883,0.0
47203,152204306,0.0
6224130,7761714495,0.0
118608749,1297402270,0.0
1297402270,41877347,0.0
99343072,842133008,0.0
27561299,343906867,0.0
112588888,134442351,0.0
4421947,33094226,0.5
224082205,69315539,0.0
279294217,121839252,0.0
47252,4244216790,0.0
418823736,118608749,0.0
43029974,241142172,0.0
412821,3173990,0.0
362253228,4728979210,0.0
25906386,9235196671,0.0
557788693,888374936,0.0
2269292,5942592985,0.0
9235196671,69323571,0.0
221492099,831340661,0.0
272338771,1623822124,0.0
557779543,9795244,0.0
6668800,888374936,0.0
51676862,10727394,0.0
100878076,23594307,0.0
41877347,527880834,0.0
152204306,888374936,0.0
12160592173,152266832,0.0
218932326,152266832,0.0
768139533,655228960,0.0
69315539,125147364,0.0
211751830,734956527,0.0
97550753,40885478,0.0
2460530881,2453992857,0.0
235586193,831340674,0.0
556364624,831340661,0.0
4244216790,77602813,0.0
33094226,9235196671,0.0
386054113,241142172,0.0
386054113,655228960,0.0
356953025,102310879,0.0
557944917,3205367,0.0
6028416532,9235196671,0.0
312683469,279294217,0.0
150551160,3205367,0.5
121290937,2403497008,0.0
29494632,77602813,0.0
2460530881,121290937,0.0
41964731,842133008,0.0
161773745,300520844,0.0
221552585,500004622,0.0
58149407,6028416532,0.0
121290937,144820338,0.0
500004619,2749545381,0.0
692244449,167238823,0.0
2278960580,527880834,0.0
121290937,33094226,1.0
5942592985,12160592173,0.0
43029974,299856749,1.0
6224130,3205367,0.0
2269292,121839252,0.0
14119655,362253228,0.0
97550753,282460231,0.0
3686635068,97943389,0.0
1297402270,25906386,0.0
164344748,23594307,0.0
69315539,42108886,0.0
4244216790,12160592173,0.0
51679253,121290937,0.0
223161029,41964731,0.0
888374936,41877347,0.0
591413935,150551160,0.0
8891086186,4728979210,0.0
211751830,99343072,0.0
134442351,59075540,0.0
58149407,236276410,0.0
2403497008,692244449,0.0
557779543,9556683081,0.0
2141596,1434128515,0.0
655228960,888374936,0.0
165353429,47203,0.0
6224130,30336158,0.0
764655793,221552585,0.0
41964731,9556683081,0.0
221492099,144820338,0.2
15452009,118608749,1.0
9556683081,218932326,0.0
121290937,161305571,0.0
499993801,30336158,0.0
2403497008,241142172,0.0
386054113,47203,0.0
557944917,211751830,0.0
8441264653,40885478,0.0
361227677,10855612344,0.0
218932326,3581774,0.0
241142172,223161029,0.0
655228960,42316314,1.0
47203,150551160,0.0
2749545381,40885478,0.0
12160592173,499993801,0.0
527880834,10825181,0.5
3173990,2749674147,1.0
43029974,24895171,0.0
2518957272,166706010,0.0
221552585,1297402270,0.125
361227677,557788693,0.0
259022256,165353429,0.0
983124134,527880834,0.5
4244216790,500004622,0.0
500004619,33094226,0.0
362253228,734956527,0.0
3173990,4702284,0.0
211751830,5942592985,0.0
77602813,200789472,0.0
300520844,15452009,0.0
2269292,831340661,0.0
134442351,1297402270,0.0
58149407,165353429,0.0
164433883,224082205,0.0
4702284,165353429,0.0
3205367,1297402270,0.0
237016903,152266832,0.0
191109552,221552585,0.0
112513247,764655793,0.0
279294217,3966735015,0.0
9088101968,6668800,0.0
1434128515,97550753,0.0
236276410,4728979210,0.0
2426731321,527880834,0.0
343906867,164433883,0.0
1623822124,557944917,0.0
134442351,118608749,0.0
412821,2749674147,0.0
224082205,362253228,0.0
4244216790,30336158,0.0
134442351,356953025,0.0
764655793,557779543,0.0
9556683081,112588888,0.0
4421947,7633165,0.5
102329273,4728979210,0.0
2141596,10727394,0.0
223530229,29494632,1.0
386054113,9556683081,0.0
9088101968,10727394,0.0
59075540,1290741187,0.0
579971438,1623822124,0.0
239127026,42108886,0.0
6028416532,102310879,0.0
300520844,33094226,0.0
43029974,211751830,0.0
40885478,134442351,0.0
200789472,300520844,1.0
272338771,10855612344,0.0
6224130,6668800,0.0
241142172,343906867,0.0
2278960580,152266832,0.0
165353429,144820338,0.0
282460231,6224130,0.0
591413935,9556683081,0.0
361227677,500004622,0.0
412821,1297402270,0.0
150551160,112513247,0.0
2278960580,3581774,0.0
47203,191109552,0.0
527880834,888374936,0.0
25906386,1297402270,0.0
99343072,200789472,0.0
272338771,121290937,0.0
279294217,69323571,0.0
97550753,165353429,0.0
99343072,6224130,0.0
29494632,5942592985,0.0
47252,557788693,0.0
23594307,2301088436,0.0
557779543,6028416532,0.0
14517899,69315539,0.0
10983867478,2453992857,0.0
2403497008,27561299,0.0
11314101288,8455122971,0.0
559993374,239440322,0.0
24895171,167238823,0.0
7761714495,100878076,1.0
167238823,2460530881,0.0
412821,43029974,0.0
831340661,10825181,0.0
47203,97550753,0.0
321223196,1434128515,0.0
47252,418823736,0.0
51679253,2278960580,0.0
121839252,118608749,1.0
842133008,7761714495,0.0
164344748,299856749,0.0
25188564,152266832,0.0
500004622,164433883,0.0
418823736,223530229,0.0
1434128515,2278960580,0.0
3966735015,764655793,0.0
218932326,134442351,0.09090900000000000
150551160,10825181,0.5
559993374,69315539,0.0
3966735015,343906867,0.0
69315539,8891086186,0.0
500004622,768139533,0.0
842133008,557779543,0.0
152204306,43029974,0.0
3966735015,41964731,1.0
768139533,342950166,0.0
97943389,69323571,0.0
4421947,500004622,0.0
221492099,418823736,0.0
8455122971,3686635068,0.0
457032496,2426731321,0.0
42108886,40885478,0.0
102329273,9556683081,0.0
10983867478,33094226,1.0
9812706285,239440322,0.0
24895171,7633165,0.0
15452009,9795244,0.0
768139533,47203,0.0
4728979210,362253228,0.0
58149407,10825181,0.0
734956527,418823736,0.0
137323018,7761714495,0.0
356953025,223161029,0.0
137323018,9795244,0.0
137323018,412821,0.0
8455122971,69323571,0.0
191109552,121839252,0.0
121290937,7761714495,1.0
3966735015,888374936,0.0
102310879,11314101288,0.0
6668800,24895171,0.0
2426731321,2269292,0.0
1297402270,2403497008,0.3333330000000000
888374936,831340674,0.0
239127026,3966735015,0.0
100878076,6668800,0.0
556364624,10983867478,0.0
559993374,3205367,0.0
500004619,619865887,0.0
9235196671,764655793,0.0
556364624,3966735015,0.0
164433883,551646739,0.0
59075540,457032496,0.0
47252,237016903,0.0
556364624,279294217,0.0
4702284,42316314,0.0
527880834,692244449,0.5
10727394,556364624,0.0
69323571,2460530881,0.0
831340674,14517899,0.0
655228960,2518957272,0.0
9556683081,831340661,0.0
223530229,51676862,0.0
47203,499993801,1.0
200789472,4728979210,0.0
342950166,41877347,0.0
5942592985,23594307,0.0
2301088436,3966735015,0.0
2141596,164344748,0.0
69315539,619865887,0.0
137323018,831340661,0.0
221552585,97550753,0.0
161305571,69315539,0.0
6028416532,23594307,0.0
300520844,40885478,0.0
591413935,102329273,0.0
58149407,457032496,0.0
2749545381,97550753,0.0
3173990,167238823,0.0
3686635068,888374936,0.0
102329273,4244216790,0.5
356953025,2278960580,0.0
10855612344,134442351,1.0
150551160,1297402270,0.0
2278960580,9812706285,0.0
4421947,557944917,0.0
9088101968,125147364,0.0
282460231,33094226,0.0
272338771,47252,0.0
121839252,150551160,0.0
6224130,591413935,0.0
8455122971,112588888,0.0
4421947,47203,0.0
5942592985,557779543,0.5
102329273,831340661,0.0
161773745,279294217,0.0
137323018,8455122971,0.0
2518957272,97943389,0.0
8455122971,9556683081,0.0
134442351,362253228,0.0
125147364,259022256,0.0
556364624,241142172,0.0
99343072,527880834,0.0
7761714495,12009092577,0.0
7761714495,7633165,0.0
2749674147,3205367,0.5
312683469,6060186,0.0
279294217,237016903,0.0
167238823,211751830,0.0
24895171,559993374,0.0
10727394,2301088436,0.0
2141596,7761714495,0.0
527880834,2453992857,0.0
373272472,1434128515,0.0
299856749,500004619,0.0
2755811424,9235196671,0.0
41877347,499993801,0.0
150551160,2749674147,0.5
47203,224082205,0.0
167238823,24895171,0.0
25906386,200789472,0.0
2749545381,412821,0.0
3581774,279294217,0.0
25906386,164433883,0.0
51676862,239127026,0.0
14517899,30336158,0.0
152204306,606939921,0.0
241142172,167238823,0.0
25906386,27561299,0.5
2749545381,4244216790,0.0
200789472,3686635068,0.0
51679253,14517899,1.0
299856749,236276410,0.0
457032496,102329273,0.2
768139533,30336158,0.0
734956527,557788693,0.0
259022256,9812706285,0.0
386054113,6028416532,0.0
10855612344,1434128515,0.0
200789472,8441264653,0.0
764655793,8455122971,0.0
1297402270,137323018,0.0
165353429,235586193,0.0
579971438,527880834,0.0
272338771,58149407,0.5
9088101968,12009092577,0.0
2403497008,2755811424,0.0
831340674,8441264653,0.0
619865887,2141596,0.0
7633165,321223196,0.0
27561299,9235196671,0.0
272338771,42316314,0.0
221492099,551646739,0.0
218932326,41877347,0.0
30336158,3205367,0.0
166706010,9088101968,0.0
218932326,499993801,0.45454499999999998
161305571,6060186,0.0
235586193,3173990,0.0
2141596,373272472,0.0
42316314,6224130,0.0
8891086186,831340674,0.0
241142172,2278960580,0.0
457032496,342950166,0.0
165353429,218932326,1.0
4728979210,692244449,0.0
69315539,42316314,0.0
9556683081,30336158,0.0
888374936,40885478,0.0
983124134,29494632,0.5
25188564,224082205,0.0
164344748,9088101968,0.0
1623822124,69315539,0.0
4702284,551646739,0.0
655228960,14119655,0.0
15452009,43029974,0.0
14517899,27561299,0.0
237016903,2755811424,0.0
556364624,51679253,0.0
362253228,102310879,0.0
888374936,11314101288,0.0
4728979210,102310879,0.0
16134881,386054113,0.0
9795244,11314101288,0.0
221552585,167238823,0.125
2403497008,9235196671,0.0
12160592173,6224130,0.0
121290937,47203,0.0
29494632,3173990,0.0
221492099,224082205,0.0
10855612344,47203,0.0
279294217,221552585,0.6
235586193,27561299,0.5
10983867478,166706010,0.0
1434128515,59075540,0.0
373272472,557944917,0.0
282460231,14517899,0.0
134442351,223161029,0.0
166706010,831340674,0.0
69323571,619865887,0.0
734956527,499993801,0.0
10727394,224082205,1.0
279294217,152204306,0.2
69323571,161305571,0.0
768139533,211751830,0.0
9795244,300520844,0.0
6224130,12009092577,0.0
10855612344,9556683081,0.0
3205367,239440322,0.25
99343072,23594307,0.0
43029974,15452009,0.0
321223196,343906867,0.0
386054113,161305571,0.0
6060186,1434128515,0.0
41877347,2518957272,0.0
100878076,1297402270,0.0
14119655,983124134,0.3333330000000000
27561299,8891086186,0.0
386054113,259022256,0.0
591413935,2141596,0.0
3966735015,4421947,0.0
29494632,2453992857,0.0
10855612344,223161029,0.0
27561299,418823736,0.0
4702284,23594307,0.0
47203,1297402270,0.0
223530229,164344748,0.0
223530229,556364624,0.0
33094226,500004622,0.0
239127026,224082205,0.0
692244449,221492099,0.0
559993374,557779543,0.0
10825181,500004619,0.0
321223196,10825181,0.0
23594307,165353429,0.0
235586193,1434128515,0.0
10727394,457032496,0.0
167238823,9235196671,0.0
58149407,33094226,0.0
239127026,356953025,0.0
6224130,152204306,0.0
12160592173,42108886,0.0
362253228,239440322,0.5
15452009,888374936,0.0
121290937,99343072,0.0
42316314,619865887,0.0
557788693,33094226,0.0
134442351,343906867,0.0
2141596,2755811424,0.0
2453992857,166706010,0.0
10825181,7761714495,1.0
211751830,97943389,0.0
25188564,6224130,0.0
299856749,121839252,0.0
356953025,2749674147,0.0
362253228,1623822124,0.0
606939921,2301088436,0.0
58149407,3205367,0.0
191109552,41877347,0.0
342950166,2518957272,1.0
224082205,15452009,0.0
655228960,312683469,0.0
4702284,579971438,0.0
41877347,25188564,1.0
2749674147,69323571,0.0
2301088436,9795244,0.0
5942592985,211751830,0.0
9235196671,2518957272,0.0
144820338,6028416532,0.0
272338771,2269292,0.5
734956527,30336158,0.0
500004619,3205367,0.0
356953025,12009092577,0.0
16134881,42316314,0.0
239440322,10855612344,0.0
312683469,14119655,0.0
221492099,14119655,0.0
591413935,167238823,0.0
9235196671,373272472,0.0
4421947,3205367,0.5
6028416532,1290741187,0.0
557779543,121290937,0.0
3205367,1623822124,0.25
6224130,300520844,0.0
3581774,121290937,0.0
77602813,259022256,0.0
40885478,150551160,0.5
619865887,842133008,0.0
42108886,118608749,0.0
97550753,888374936,1.0
7761714495,191109552,0.0
9556683081,386054113,0.0
223530229,58149407,0.0
9795244,14517899,1.0
9795244,6668800,0.0
557779543,259022256,0.0
144820338,221492099,0.3333330000000000
4244216790,14119655,0.5
239440322,356953025,0.0
11314101288,418823736,0.0
25906386,3581774,0.0
41964731,579971438,0.0
2426731321,591413935,0.0
2749674147,221552585,0.0
164433883,42316314,0.0
30336158,2278960580,0.0
619865887,591413935,0.0
3581774,1297402270,0.0
8441264653,734956527,1.0
16134881,237016903,0.0
259022256,200789472,0.0
579971438,191109552,0.0
619865887,8441264653,0.0
527880834,312683469,0.0
27561299,5942592985,0.25
2278960580,236276410,0.0
237016903,2749545381,0.0
10855612344,6028416532,0.0
2749674147,9235196671,0.0
102310879,69315539,0.0
102329273,6028416532,0.5
97943389,2403497008,0.0
386054113,221552585,0.0
3686635068,211751830,0.0
9795244,152204306,0.0
224082205,9556683081,0.0
51676862,102329273,0.0
2426731321,221492099,0.0
412821,1434128515,0.0
150551160,1623822124,0.5
7633165,152266832,0.0
12160592173,9088101968,0.0
343906867,165353429,0.0
343906867,259022256,0.0
166706010,2460530881,0.0
499993801,343906867,0.0
121839252,9795244,0.0
218932326,831340674,0.0
223161029,23594307,0.0
23594307,300520844,0.0
373272472,6668800,0.0
342950166,97943389,0.0
12009092577,1623822124,0.0
2301088436,559993374,0.0
221552585,125147364,0.125
58149407,734956527,0.0
4702284,221552585,0.0
2403497008,200789472,0.0
47252,3686635068,0.0
579971438,42316314,0.0
362253228,2755811424,0.0
12160592173,2755811424,0.0
16134881,236276410,0.0
764655793,7633165,0.0
24895171,51679253,0.0
768139533,23594307,0.0
6224130,236276410,0.0
237016903,97550753,0.0
69315539,9556683081,0.0
831340674,2749674147,0.0
51679253,10855612344,0.0
2269292,134442351,0.0
272338771,12009092577,0.0
144820338,556364624,0.0
831340661,25906386,0.0
500004622,1623822124,0.0
321223196,211751830,0.0
312683469,4244216790,0.0
4244216790,259022256,0.0
99343072,362253228,0.0
6224130,2301088436,0.0
121290937,272338771,0.0
279294217,2141596,0.0
361227677,2301088436,0.0
10983867478,24895171,0.0
40885478,9795244,0.5
97550753,236276410,0.0
77602813,2278960580,0.5
4421947,3966735015,0.0
7761714495,59075540,0.0
118608749,14517899,1.0
40885478,3205367,0.5
300520844,58149407,0.0
16134881,764655793,0.0
764655793,137323018,0.0
150551160,102310879,0.0
42316314,191109552,0.0
606939921,500004622,0.0
43029974,161305571,0.0
591413935,10855612344,0.0
619865887,102310879,0.0
373272472,221552585,0.0
30336158,14517899,0.0
125147364,223530229,0.0
6028416532,241142172,0.0
29494632,14119655,0.0
8441264653,4728979210,0.0
4728979210,259022256,0.0
2269292,200789472,0.0
8455122971,121839252,0.0
4702284,51676862,0.0
33094226,6060186,0.0
551646739,164433883,0.0
6060186,299856749,0.0
373272472,10825181,0.0
559993374,527880834,0.0
7633165,42108886,0.0
559993374,99343072,0.0
619865887,500004619,0.0
2749674147,500004622,0.0
983124134,457032496,0.5
164344748,4244216790,0.0
2518957272,551646739,0.0
152266832,99343072,0.0
25188564,579971438,0.0
102329273,100878076,0.5
373272472,58149407,0.0
97550753,51676862,0.0
30336158,7633165,0.0
134442351,10983867478,0.0
6028416532,983124134,0.0
361227677,102329273,0.0
24895171,14517899,0.0
165353429,221552585,1.0
191109552,5942592985,0.0
3205367,591413935,0.0
23594307,236276410,0.0
983124134,2403497008,0.0
3205367,166706010,0.0
25906386,300520844,0.0
47252,831340661,0.0
831340661,223161029,0.0
221492099,69315539,0.0
41964731,41877347,0.0
97550753,7633165,0.0
51679253,164433883,1.0
4421947,235586193,0.5
152204306,457032496,0.0
150551160,300520844,0.0
125147364,8891086186,0.0
362253228,2403497008,0.0
619865887,5942592985,0.0
457032496,77602813,0.2
418823736,7633165,0.0
161305571,224082205,0.0
69315539,3173990,0.0
1434128515,606939921,0.0
43029974,8441264653,1.0
165353429,69315539,0.0
164433883,343906867,0.0
166706010,6028416532,0.0
619865887,7761714495,0.0
279294217,2453992857,0.0
166706010,1290741187,0.0
412821,112588888,0.0
2749674147,42316314,0.0
831340674,500004619,0.0
2453992857,25906386,0.0
2749674147,29494632,0.0
983124134,30336158,0.0
2301088436,191109552,0.0
768139533,161305571,0.0
223530229,150551160,1.0
6668800,9235196671,0.0
9235196671,2278960580,0.0
500004619,2755811424,0.0
2269292,235586193,0.0
272338771,2403497008,0.0
221552585,27561299,0.625
10855612344,500004622,0.0
42108886,69323571,0.0
279294217,69315539,0.0
43029974,4244216790,0.0
842133008,33094226,0.0
10855612344,5942592985,0.0
112513247,77602813,0.0
5942592985,137323018,0.0
2269292,2453992857,1.0
9812706285,692244449,0.0
4244216790,983124134,1.0
619865887,241142172,0.0
7633165,3205367,1.0
2749545381,4421947,0.0
500004619,3581774,0.0
47252,300520844,0.0
97943389,77602813,0.0
102329273,25906386,0.0
1297402270,342950166,0.0
559993374,164433883,1.0
24895171,8441264653,0.0
11314101288,144820338,0.0
112588888,15452009,0.0
51676862,373272472,0.0
5942592985,41877347,0.0
2453992857,6668800,0.0
3966735015,2749674147,0.0
2453992857,10855612344,0.0
527880834,557944917,0.0
2426731321,3581774,0.0
2453992857,161305571,0.0
312683469,42108886,0.0
58149407,557788693,0.0
14517899,221492099,0.0
77602813,2301088436,0.0
43029974,164344748,0.0
557788693,6224130,0.0
2749674147,9795244,0.5
167238823,7633165,0.0
12160592173,4728979210,0.0
100878076,10855612344,0.0
457032496,2301088436,0.0
152266832,9088101968,0.0
2426731321,272338771,0.0
41877347,121839252,1.0
221492099,8891086186,0.0
3581774,164433883,0.0
97550753,591413935,0.0
23594307,418823736,1.0
591413935,51676862,0.0
8455122971,6060186,0.0
237016903,362253228,0.0
218932326,3686635068,0.0
9088101968,312683469,0.0
6060186,551646739,0.0
51676862,69315539,0.0
144820338,77602813,0.0
9235196671,734956527,0.0
557788693,6668800,0.0
4421947,9235196671,0.0
164344748,768139533,0.0
41964731,2426731321,0.0
279294217,2403497008,0.0
551646739,241142172,0.0
356953025,221492099,0.0
356953025,373272472,0.0
300520844,102310879,0.0
77602813,42108886,0.0
2426731321,11314101288,0.0
591413935,282460231,0.0
223161029,342950166,0.0
42108886,3966735015,0.0
4421947,619865887,0.0
14517899,2749674147,0.3333330000000000
121839252,16134881,0.0
27561299,551646739,0.0
100878076,47203,0.0
2749674147,191109552,0.0
165353429,5942592985,0.0
121839252,2518957272,0.0
356953025,43029974,0.0
10855612344,2749545381,0.0
161305571,221552585,1.0
2749674147,239127026,0.0
373272472,166706010,0.0
2403497008,591413935,0.0
9556683081,2403497008,0.0
223530229,3173990,0.0
983124134,842133008,0.0
9235196671,6028416532,0.0
47203,2301088436,0.0
221492099,1434128515,0.0
102310879,692244449,0.0
557779543,499993801,1.0
29494632,457032496,0.0
137323018,2269292,0.0
6060186,112513247,0.0
2460530881,221552585,0.0
47252,27561299,0.0
8441264653,9795244,0.0
11314101288,152266832,0.0
223530229,579971438,0.0
983124134,2141596,0.0
9235196671,239440322,0.0
606939921,831340674,0.0
41964731,9088101968,0.0
102329273,8891086186,0.0
112588888,14517899,0.0
2278960580,14119655,0.0
152204306,164344748,0.0
11314101288,1290741187,0.0
8455122971,8891086186,0.0
2749545381,556364624,0.0
51679253,161305571,0.0
2403497008,6668800,0.0
150551160,11314101288,0.0
831340661,373272472,0.0
6060186,500004622,0.0
734956527,10855612344,0.0
6060186,164344748,0.0
24895171,9556683081,0.0
118608749,11314101288,0.0
557944917,97550753,0.0
10825181,2749545381,0.0
500004619,77602813,0.0
3173990,25188564,1.0
983124134,223530229,0.5
2518957272,5942592985,0.5
144820338,161305571,0.3333330000000000
121839252,239127026,0.0
1297402270,831340674,0.3333330000000000
1290741187,418823736,0.0
237016903,3966735015,0.0
556364624,3686635068,0.0
5942592985,40885478,0.0
25188564,10983867478,0.125
221492099,2278960580,0.2
218932326,6668800,0.0
361227677,59075540,0.0
12160592173,2141596,0.0
362253228,47203,0.0
29494632,1290741187,0.0
500004622,557944917,0.0
6028416532,551646739,0.0
121839252,556364624,0.0
239440322,121290937,0.0
24895171,3966735015,0.0
557788693,8891086186,0.0
223161029,2749545381,1.0
2460530881,692244449,0.0
356953025,11314101288,0.0
2403497008,118608749,0.0
2269292,1290741187,0.0
2749674147,692244449,0.0
69315539,191109552,0.0
457032496,6224130,0.0
8455122971,9088101968,0.0
150551160,14517899,0.5
2278960580,27561299,1.0
343906867,161305571,0.0
527880834,606939921,0.0
579971438,7633165,0.0
386054113,152204306,0.0
764655793,47252,0.0
888374936,218932326,0.0
125147364,10825181,0.0
223161029,1290741187,0.0
42108886,3205367,0.0
343906867,224082205,0.0
15452009,102310879,0.0
500004622,10727394,0.0
259022256,152204306,0.0
59075540,239440322,0.0
97550753,15452009,0.0
983124134,831340661,0.0
97550753,112513247,0.0
579971438,734956527,1.0
42316314,842133008,0.0
221552585,236276410,0.0
5942592985,2755811424,0.0
300520844,3205367,1.0
888374936,239127026,0.0
1290741187,9812706285,0.0
211751830,2749674147,0.0
224082205,97550753,0.0
591413935,606939921,0.0
983124134,102329273,0.5
2755811424,59075540,0.0
51679253,58149407,0.0
11314101288,51676862,0.0
1297402270,11314101288,0.0
557788693,1297402270,0.0
164433883,4702284,0.0
2749674147,6028416532,0.0
831340661,321223196,0.0
24895171,4702284,0.0
7633165,144820338,0.0
12160592173,764655793,0.0
299856749,2426731321,0.0
223161029,888374936,0.0
41877347,166706010,0.0
223161029,2453992857,1.0
47203,7761714495,0.0
16134881,144820338,0.5
51676862,3581774,0.0
6028416532,10727394,0.0
43029974,734956527,1.0
619865887,8455122971,0.0
619865887,29494632,0.0
27561299,9812706285,0.0
237016903,29494632,0.0
2749674147,25906386,0.0
239440322,259022256,0.0
6224130,112588888,0.0
2453992857,152204306,0.0
300520844,47203,0.0
150551160,15452009,0.0
30336158,161305571,0.0
4728979210,1297402270,0.0
842133008,591413935,0.0
5942592985,764655793,0.0
224082205,112513247,0.0
14119655,102310879,0.0
59075540,272338771,0.0
527880834,6028416532,0.0
69323571,343906867,0.0
1623822124,1297402270,0.0
69315539,4244216790,0.0
144820338,12160592173,0.0
2269292,2749545381,0.0
5942592985,14119655,0.0
3205367,527880834,0.25
764655793,161773745,0.0
239127026,41877347,0.0
1297402270,551646739,0.0
2278960580,831340661,0.0
321223196,41964731,0.0
237016903,2301088436,0.0
831340674,3686635068,0.0
165353429,118608749,0.0
361227677,734956527,0.0
118608749,551646739,0.0
27561299,12009092577,0.125
51676862,500004622,0.0
236276410,8455122971,0.0
312683469,69323571,0.0
2453992857,557944917,0.0
3966735015,99343072,0.0
223161029,235586193,0.0
342950166,144820338,0.0
2749674147,888374936,0.0
30336158,692244449,0.0
7761714495,6060186,0.0
221492099,223161029,0.0
1290741187,152204306,0.0
30336158,237016903,0.0
42316314,9795244,0.0
59075540,15452009,0.0
40885478,6060186,0.0
25188564,125147364,0.0
43029974,888374936,0.0
47252,3173990,0.0
2141596,2426731321,0.0
25906386,144820338,0.5
557779543,42316314,0.0
211751830,606939921,0.0
200789472,165353429,0.0
6668800,218932326,0.0
7761714495,25906386,0.0
557788693,9088101968,0.0
41964731,386054113,0.0
888374936,1434128515,0.0
6060186,97550753,0.0
166706010,2518957272,0.0
1297402270,300520844,0.0
6060186,221492099,0.0
4244216790,241142172,0.0
152266832,2269292,0.0
361227677,144820338,0.0
282460231,619865887,0.0
3581774,152266832,0.0
831340661,888374936,0.0
42108886,386054113,0.0
299856749,97550753,0.0
16134881,58149407,0.0
6224130,41877347,0.0
9795244,29494632,0.0
8455122971,112513247,0.0
4421947,161305571,0.0
557944917,831340661,0.0
272338771,41964731,0.5
557788693,983124134,0.0
559993374,14119655,1.0
30336158,221552585,0.0
734956527,241142172,0.0
237016903,3173990,0.0
221552585,9795244,0.0
4728979210,6028416532,0.0
102310879,25188564,0.0
41877347,223530229,0.0
356953025,25188564,1.0
150551160,112588888,0.0
768139533,557779543,0.0
11314101288,9235196671,1.0
2460530881,41877347,0.0
500004619,221552585,0.5
2749674147,3581774,0.0
